Employee ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Overtime_Hours,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,Age Group,Salary Category,Performance Score
222,Customer Support,Male,50,Developer,05-Jul-16,8,Bachelor,5,7500,2,14,1,4.74,FALSE,50+,7K+,high
223,Legal,Male,32,Analyst,14-Feb-21,3,Bachelor,1,4400,25,52,0,4.98,FALSE,30-39,Below 6K,low
224,Engineering,Female,55,Engineer,16-Oct-21,2,Bachelor,4,8400,23,43,1,2.76,FALSE,50+,7K+,high
225,Sales,Female,53,Specialist,03-Oct-20,3,Master,1,4950,20,29,1,1.49,FALSE,50+,Below 6K,low
226,Sales,Female,44,Manager,31-Dec-14,9,PhD,5,9000,11,65,2,4.9,FALSE,40-49,7K+,high
227,HR,Female,25,Engineer,14-Sep-14,9,Bachelor,5,9000,18,69,0,1.66,FALSE,20-29,7K+,high
228,Operations,Female,57,Developer,11-May-19,5,Bachelor,2,6000,8,53,2,2.83,FALSE,50+,6K-6.9K,low
229,IT,Male,42,Consultant,11-Dec-20,3,Bachelor,4,7700,3,7,2,3.62,FALSE,40-49,7K+,high
230,Legal,Female,39,Engineer,13-Apr-22,2,Bachelor,5,9000,27,70,2,1.39,FALSE,30-39,7K+,high
231,Operations,Male,25,Manager,25-Jan-15,9,High School,3,7800,6,56,1,3.1,FALSE,20-29,7K+,medium
232,Customer Support,Female,27,Analyst,10-Jun-22,2,High School,3,5200,28,80,1,2.06,FALSE,20-29,Below 6K,medium
233,Sales,Female,32,Technician,19-May-15,9,High School,2,4200,20,29,1,1.45,FALSE,30-39,Below 6K,low
234,Finance,Female,57,Analyst,25-Feb-22,2,Master,4,5600,10,58,0,4.13,FALSE,50+,Below 6K,high
235,Marketing,Male,32,Analyst,26-Nov-15,8,Master,4,5600,9,91,2,2.65,FALSE,30-39,Below 6K,high
236,HR,Female,39,Technician,02-Jan-23,1,Master,5,5250,28,29,2,4.33,FALSE,30-39,Below 6K,high
237,Marketing,Other,44,Technician,26-May-17,7,Bachelor,1,3850,3,33,2,3.51,FALSE,40-49,Below 6K,low
238,Sales,Male,28,Engineer,19-May-22,2,High School,4,8400,23,37,0,1.96,FALSE,20-29,7K+,high
239,Operations,Female,42,Consultant,07-Jul-16,8,High School,4,7700,18,55,1,4.65,FALSE,40-49,7K+,high
240,Finance,Female,27,Manager,09-Oct-22,1,High School,4,8400,19,90,2,1.53,FALSE,20-29,7K+,high
241,HR,Male,60,Developer,28-Apr-23,1,High School,3,6500,9,32,0,2.18,TRUE,50+,6K-6.9K,medium
242,Engineering,Male,42,Manager,11-May-23,1,Master,1,6600,24,8,2,4.72,FALSE,40-49,6K-6.9K,low
243,Finance,Male,33,Developer,28-Jun-18,6,High School,2,6000,28,33,2,3.42,FALSE,30-39,6K-6.9K,low
244,IT,Female,47,Analyst,05-Oct-21,2,Bachelor,2,4800,4,31,2,1.04,FALSE,40-49,Below 6K,low
245,HR,Female,45,Manager,28-May-20,4,Bachelor,5,9000,7,65,1,4.79,FALSE,40-49,7K+,high
246,IT,Female,32,Specialist,25-Dec-21,2,Bachelor,4,6300,26,87,2,4.82,FALSE,30-39,6K-6.9K,high
247,Marketing,Female,24,Technician,13-Mar-17,7,Bachelor,4,4900,20,18,0,1.46,FALSE,20-29,Below 6K,high
248,HR,Female,43,Analyst,12-May-21,3,Bachelor,2,4800,5,37,1,4.81,FALSE,40-49,Below 6K,low
249,Legal,Male,32,Consultant,08-Apr-22,2,High School,3,7150,15,75,0,1.49,FALSE,30-39,7K+,medium
250,Customer Support,Male,35,Technician,28-Jan-23,1,High School,3,4550,4,84,1,2.03,FALSE,30-39,Below 6K,medium
251,Engineering,Male,56,Technician,05-Feb-15,9,Bachelor,2,4200,14,20,2,2.7,FALSE,50+,Below 6K,low
252,IT,Male,35,Consultant,29-Oct-17,6,Bachelor,1,6050,23,25,0,3.76,FALSE,30-39,6K-6.9K,low
253,Operations,Male,34,Specialist,19-Nov-20,3,Bachelor,3,5850,27,57,2,4.87,FALSE,30-39,Below 6K,medium
254,Legal,Female,30,Consultant,18-Feb-15,9,Master,4,7700,26,37,1,3.4,FALSE,30-39,7K+,high
255,Marketing,Other,46,Developer,18-Nov-17,6,High School,1,5500,24,3,1,1.05,FALSE,40-49,Below 6K,low
256,Operations,Male,34,Consultant,07-Apr-15,9,High School,4,7700,8,81,2,3.17,FALSE,30-39,7K+,high
257,Engineering,Female,45,Specialist,15-Feb-19,5,Bachelor,2,5400,16,12,2,1.61,FALSE,40-49,Below 6K,low
258,HR,Female,31,Specialist,17-Jun-19,5,Bachelor,3,5850,22,78,0,3.3,FALSE,30-39,Below 6K,medium
259,Sales,Male,26,Technician,09-Jan-16,8,Bachelor,5,5250,25,57,1,3.98,FALSE,20-29,Below 6K,high
260,Marketing,Male,40,Manager,08-Apr-20,4,High School,2,7200,6,94,1,4.41,FALSE,40-49,7K+,low
261,Marketing,Male,46,Developer,26-Jul-18,6,Master,2,6000,8,93,2,4.27,FALSE,40-49,6K-6.9K,low
262,Operations,Female,32,Technician,12-Nov-19,4,Bachelor,1,3850,10,89,1,1.43,FALSE,30-39,Below 6K,low
263,HR,Female,26,Developer,24-Sep-17,6,Master,2,6000,7,9,0,4.97,FALSE,20-29,6K-6.9K,low
264,IT,Male,52,Manager,18-Jul-20,4,Master,4,8400,29,18,1,2.68,FALSE,50+,7K+,high
265,Marketing,Other,26,Engineer,02-Jul-21,3,PhD,4,8400,2,81,0,3.98,FALSE,20-29,7K+,high
266,IT,Female,34,Technician,14-Dec-17,6,PhD,5,5250,17,4,0,4.18,FALSE,30-39,Below 6K,high
267,Finance,Male,31,Developer,06-Nov-15,8,Bachelor,1,5500,24,76,0,3.39,FALSE,30-39,Below 6K,low
268,IT,Female,54,Manager,12-Jul-17,7,Bachelor,2,7200,11,32,2,4.08,FALSE,50+,7K+,low
269,Operations,Male,39,Technician,01-Jul-24,0,High School,2,4200,29,69,2,4.5,TRUE,30-39,Below 6K,low
270,IT,Female,52,Manager,04-Dec-16,7,Bachelor,3,7800,20,57,0,1.54,FALSE,50+,7K+,medium
271,Sales,Male,39,Specialist,05-Feb-21,3,Bachelor,3,5850,22,19,0,1.52,FALSE,30-39,Below 6K,medium
272,Operations,Male,31,Consultant,11-Dec-15,8,Master,1,6050,19,25,0,3.33,FALSE,30-39,6K-6.9K,low
273,Marketing,Female,44,Manager,11-Feb-15,9,Bachelor,5,9000,28,5,2,2.63,FALSE,40-49,7K+,high
274,Operations,Other,25,Engineer,23-Sep-15,8,Bachelor,1,6600,23,33,1,4.21,FALSE,20-29,6K-6.9K,low
275,IT,Male,26,Technician,22-Sep-22,1,Bachelor,4,4900,8,12,0,2.64,FALSE,20-29,Below 6K,high
276,Marketing,Male,56,Consultant,08-Jan-23,1,Bachelor,4,7700,25,53,2,4.9,FALSE,50+,7K+,high
277,Engineering,Male,27,Engineer,18-Jul-23,1,PhD,4,8400,15,74,2,1.53,FALSE,20-29,7K+,high
278,Legal,Female,59,Consultant,12-Aug-20,4,Bachelor,3,7150,20,66,0,1.84,FALSE,50+,7K+,medium
279,Operations,Male,34,Developer,02-Feb-19,5,Bachelor,3,6500,19,48,1,1.9,FALSE,30-39,6K-6.9K,medium
280,Customer Support,Male,54,Consultant,31-Aug-16,8,Bachelor,2,6600,13,49,2,3.92,FALSE,50+,6K-6.9K,low
281,Sales,Female,57,Analyst,16-Feb-19,5,Bachelor,1,4400,15,36,0,2.5,FALSE,50+,Below 6K,low
282,Engineering,Female,43,Consultant,23-Oct-14,9,Bachelor,5,8250,5,42,0,3.06,TRUE,40-49,7K+,high
283,Customer Support,Male,36,Engineer,01-May-23,1,Bachelor,3,7800,23,45,2,4.79,FALSE,30-39,7K+,medium
284,IT,Female,41,Technician,18-Jun-18,6,High School,4,4900,24,75,2,3.91,FALSE,40-49,Below 6K,high
285,Marketing,Female,38,Manager,28-Aug-21,3,High School,3,7800,29,66,2,4.85,FALSE,30-39,7K+,medium
286,HR,Female,40,Manager,06-Dec-23,0,Bachelor,1,6600,1,2,1,1.65,TRUE,40-49,6K-6.9K,low
287,HR,Female,22,Consultant,29-Jan-23,1,High School,4,7700,25,58,2,3.36,FALSE,20-29,7K+,high
288,Finance,Male,34,Analyst,08-Aug-15,9,Bachelor,5,6000,21,66,0,4.91,FALSE,30-39,6K-6.9K,high
289,Operations,Female,58,Manager,01-Nov-15,8,Master,5,9000,27,94,2,1.96,FALSE,50+,7K+,high
290,Legal,Male,42,Analyst,22-Dec-19,4,High School,4,5600,23,5,0,2.29,TRUE,40-49,Below 6K,high
291,Engineering,Male,40,Consultant,09-Mar-16,8,High School,4,7700,23,88,2,3.49,FALSE,40-49,7K+,high
292,Sales,Male,56,Analyst,06-Feb-21,3,Bachelor,3,5200,29,46,1,2.26,FALSE,50+,Below 6K,medium
293,Sales,Male,51,Developer,27-Oct-17,6,High School,3,6500,27,33,0,4.16,FALSE,50+,6K-6.9K,medium
294,Operations,Female,22,Consultant,10-Aug-16,8,PhD,4,7700,9,2,2,2.74,FALSE,20-29,7K+,high
295,Sales,Male,48,Specialist,23-Apr-21,3,Bachelor,4,6300,25,39,0,1.39,FALSE,40-49,6K-6.9K,high
296,HR,Female,40,Consultant,12-Feb-22,2,High School,3,7150,29,21,2,3.99,FALSE,40-49,7K+,medium
297,Operations,Female,36,Consultant,07-Mar-20,4,Master,4,7700,8,35,1,3.34,TRUE,30-39,7K+,high
298,Customer Support,Female,30,Analyst,18-Feb-23,1,PhD,1,4400,1,76,0,4.39,FALSE,30-39,Below 6K,low
299,Engineering,Other,22,Engineer,27-Feb-17,7,Bachelor,2,7200,6,92,1,5,FALSE,20-29,7K+,low
300,Finance,Female,53,Technician,29-Jun-23,1,Bachelor,2,4200,23,23,1,2.5,FALSE,50+,Below 6K,low
301,Marketing,Male,34,Developer,16-Sep-21,2,Master,2,6000,7,68,0,4.69,FALSE,30-39,6K-6.9K,low
302,Customer Support,Female,23,Developer,13-Aug-18,6,Master,5,7500,17,62,1,3.37,FALSE,20-29,7K+,high
303,Sales,Female,57,Analyst,05-Aug-19,5,Bachelor,5,6000,17,19,2,2.01,FALSE,50+,6K-6.9K,high
304,Operations,Male,24,Consultant,29-Dec-15,8,Master,1,6050,5,94,0,1.21,FALSE,20-29,6K-6.9K,low
305,Engineering,Male,46,Analyst,16-Feb-21,3,Bachelor,1,4400,5,20,1,4.98,FALSE,40-49,Below 6K,low
306,Legal,Female,51,Developer,25-Apr-20,4,Bachelor,5,7500,21,77,1,3.65,FALSE,50+,7K+,high
307,Engineering,Female,46,Technician,26-Aug-17,7,Bachelor,1,3850,17,26,1,2.97,TRUE,40-49,Below 6K,low
308,Sales,Female,58,Analyst,01-Oct-21,2,Master,1,4400,28,30,0,3.65,FALSE,50+,Below 6K,low
309,Marketing,Female,24,Manager,13-Jan-16,8,Bachelor,2,7200,4,53,0,1.11,FALSE,20-29,7K+,low
310,Marketing,Female,35,Consultant,29-Apr-19,5,Bachelor,2,6600,1,76,2,2.32,FALSE,30-39,6K-6.9K,low
311,Finance,Female,46,Developer,07-Oct-22,1,Master,3,6500,5,84,2,3.45,FALSE,40-49,6K-6.9K,medium
312,Customer Support,Male,34,Engineer,07-Apr-21,3,High School,3,7800,29,57,0,2.21,FALSE,30-39,7K+,medium
313,Customer Support,Male,47,Consultant,02-Jun-19,5,Master,1,6050,26,90,0,4.23,FALSE,40-49,6K-6.9K,low
314,Engineering,Male,54,Analyst,19-Nov-23,0,High School,4,5600,1,84,0,1.18,TRUE,50+,Below 6K,high
315,Sales,Female,43,Manager,01-Apr-21,3,High School,2,7200,25,57,2,1.42,TRUE,40-49,7K+,low
316,Sales,Male,42,Analyst,19-Sep-23,0,High School,4,5600,14,71,2,1.22,FALSE,40-49,Below 6K,high
317,Operations,Male,23,Consultant,14-Jul-19,5,Master,2,6600,6,28,2,2.09,FALSE,20-29,6K-6.9K,low
318,Finance,Female,27,Engineer,01-Nov-15,8,Bachelor,1,6600,13,66,0,2.49,FALSE,20-29,6K-6.9K,low
319,Sales,Female,22,Engineer,17-Jul-16,8,High School,3,7800,1,52,1,3.48,FALSE,20-29,7K+,medium
320,Sales,Female,45,Engineer,19-Jun-17,7,Bachelor,3,7800,4,34,1,4.7,FALSE,40-49,7K+,medium
321,Finance,Female,36,Specialist,19-Oct-20,3,High School,1,4950,26,41,1,3.53,FALSE,30-39,Below 6K,low
322,Engineering,Female,23,Consultant,29-Aug-16,8,Master,1,6050,0,37,1,4.67,FALSE,20-29,6K-6.9K,low
323,IT,Male,26,Manager,12-May-21,3,High School,5,9000,9,3,1,1.62,FALSE,20-29,7K+,high
324,Marketing,Female,34,Consultant,23-Jun-18,6,High School,1,6050,21,58,2,1.59,FALSE,30-39,6K-6.9K,low
325,Finance,Male,24,Analyst,25-Aug-18,6,High School,4,5600,15,87,1,2.74,FALSE,20-29,Below 6K,high
326,HR,Male,57,Developer,25-Nov-23,0,Bachelor,4,7000,9,74,2,3.21,FALSE,50+,7K+,high
327,Finance,Female,46,Consultant,14-Jun-16,8,Bachelor,4,7700,11,65,2,3.89,FALSE,40-49,7K+,high
328,Finance,Female,22,Developer,17-Aug-20,4,High School,5,7500,19,42,0,4.75,FALSE,20-29,7K+,high
329,Legal,Other,53,Consultant,22-Oct-17,6,Bachelor,2,6600,21,42,1,1.93,FALSE,50+,6K-6.9K,low
330,Operations,Female,27,Specialist,27-Sep-22,1,High School,4,6300,4,26,2,3.45,FALSE,20-29,6K-6.9K,high
331,Marketing,Other,34,Consultant,17-Jan-16,8,Bachelor,5,8250,11,4,0,3.33,FALSE,30-39,7K+,high
332,HR,Female,50,Technician,12-Apr-19,5,High School,4,4900,0,3,1,4.09,FALSE,50+,Below 6K,high
333,Operations,Female,31,Engineer,10-Feb-22,2,High School,4,8400,1,68,1,3.28,FALSE,30-39,7K+,high
334,Operations,Male,38,Technician,25-Feb-16,8,PhD,2,4200,28,45,2,1.74,FALSE,30-39,Below 6K,low
335,Finance,Female,33,Consultant,30-Sep-22,1,High School,5,8250,4,86,1,2.71,FALSE,30-39,7K+,high
336,IT,Female,28,Consultant,12-Nov-21,2,Master,2,6600,6,83,2,2.63,FALSE,20-29,6K-6.9K,low
337,Customer Support,Male,35,Engineer,12-Dec-16,7,High School,1,6600,0,26,1,4.64,FALSE,30-39,6K-6.9K,low
338,Operations,Female,55,Developer,07-Feb-17,7,Master,1,5500,26,51,1,1.94,FALSE,50+,Below 6K,low
339,Finance,Male,60,Specialist,14-Sep-23,0,Bachelor,3,5850,9,67,0,1.85,TRUE,50+,Below 6K,medium
340,Legal,Female,45,Specialist,23-Feb-17,7,Bachelor,4,6300,14,22,0,1.35,FALSE,40-49,6K-6.9K,high
341,Marketing,Male,43,Engineer,15-Feb-23,1,Master,1,6600,3,59,0,3.48,FALSE,40-49,6K-6.9K,low
342,Finance,Male,31,Manager,28-Aug-24,0,High School,2,7200,1,20,0,4.73,FALSE,30-39,7K+,low
343,Finance,Female,29,Manager,01-Apr-21,3,Master,5,9000,11,6,1,3.11,FALSE,20-29,7K+,high
344,Customer Support,Female,27,Analyst,25-Sep-20,3,Bachelor,3,5200,1,86,0,3.92,FALSE,20-29,Below 6K,medium
345,Operations,Female,56,Developer,09-Sep-22,1,Bachelor,4,7000,16,36,0,2.15,TRUE,50+,7K+,high
346,Operations,Female,58,Analyst,17-Nov-17,6,Bachelor,3,5200,19,73,0,2.72,FALSE,50+,Below 6K,medium
347,HR,Female,54,Analyst,05-Apr-19,5,Bachelor,3,5200,9,97,2,3.72,FALSE,50+,Below 6K,medium
348,HR,Male,48,Consultant,14-May-21,3,Master,3,7150,28,57,0,1.14,FALSE,40-49,7K+,medium
349,Sales,Male,31,Technician,08-Jun-17,7,Bachelor,4,4900,15,81,1,2.53,FALSE,30-39,Below 6K,high
350,Engineering,Female,43,Manager,18-Apr-20,4,Bachelor,2,7200,17,9,0,2.02,FALSE,40-49,7K+,low
351,IT,Female,26,Developer,11-Sep-20,3,Bachelor,4,7000,23,89,2,3.08,FALSE,20-29,7K+,high
352,HR,Male,43,Engineer,03-Jan-19,5,Bachelor,1,6600,27,32,0,4.88,FALSE,40-49,6K-6.9K,low
353,Legal,Female,25,Specialist,13-Feb-22,2,Bachelor,3,5850,18,68,2,4.37,FALSE,20-29,Below 6K,medium
354,Legal,Female,44,Analyst,19-Sep-22,1,Bachelor,2,4800,18,41,1,3.33,FALSE,40-49,Below 6K,low
355,Customer Support,Male,46,Technician,16-Jul-20,4,Bachelor,5,5250,15,11,1,4.78,FALSE,40-49,Below 6K,high
356,HR,Female,27,Developer,31-Jul-20,4,High School,1,5500,14,94,2,2.31,FALSE,20-29,Below 6K,low
357,Operations,Female,53,Specialist,25-Jan-22,2,High School,4,6300,23,63,2,2.89,TRUE,50+,6K-6.9K,high
358,Sales,Female,32,Technician,25-Mar-22,2,Bachelor,5,5250,10,90,0,3.62,FALSE,30-39,Below 6K,high
359,Operations,Male,36,Technician,02-Dec-18,5,High School,3,4550,24,35,1,4.75,FALSE,30-39,Below 6K,medium
360,Finance,Male,52,Consultant,11-Mar-23,1,High School,2,6600,7,10,2,3.55,FALSE,50+,6K-6.9K,low
361,HR,Male,50,Engineer,27-Aug-23,1,High School,2,7200,26,42,1,3.92,FALSE,50+,7K+,low
362,Sales,Female,38,Specialist,11-Jun-16,8,High School,4,6300,25,91,1,1.07,FALSE,30-39,6K-6.9K,high
363,IT,Female,30,Specialist,20-Jan-22,2,Master,5,6750,13,92,2,1.82,FALSE,30-39,6K-6.9K,high
364,Customer Support,Female,37,Engineer,18-Aug-24,0,High School,5,9000,8,37,1,2.64,TRUE,30-39,7K+,high
365,Legal,Male,40,Technician,12-Jan-22,2,High School,3,4550,24,98,1,3.42,TRUE,40-49,Below 6K,medium
366,Marketing,Male,45,Manager,16-Jun-21,3,Bachelor,3,7800,18,0,2,3.26,FALSE,40-49,7K+,medium
367,Marketing,Female,42,Technician,03-Feb-19,5,Bachelor,1,3850,23,28,2,1.03,FALSE,40-49,Below 6K,low
368,Marketing,Male,39,Manager,14-Nov-17,6,Master,4,8400,8,74,0,3.68,FALSE,30-39,7K+,high
369,Legal,Female,28,Engineer,22-Jan-16,8,Master,3,7800,15,54,0,4.31,FALSE,20-29,7K+,medium
370,HR,Other,30,Manager,09-Apr-15,9,Master,4,8400,10,88,2,3.17,TRUE,30-39,7K+,high
371,Engineering,Male,32,Consultant,28-Dec-17,6,Bachelor,3,7150,2,80,0,2.96,FALSE,30-39,7K+,medium
372,Customer Support,Male,50,Specialist,10-Oct-17,6,Bachelor,5,6750,12,27,1,2.69,FALSE,50+,6K-6.9K,high
373,Customer Support,Female,27,Specialist,28-Mar-17,7,PhD,1,4950,3,0,0,4.99,FALSE,20-29,Below 6K,low
374,IT,Female,32,Manager,04-Apr-24,0,Bachelor,3,7800,25,7,1,1.29,TRUE,30-39,7K+,medium
375,Operations,Female,37,Manager,03-Jun-15,9,High School,4,8400,16,11,0,2.38,FALSE,30-39,7K+,high
376,HR,Female,43,Analyst,14-May-16,8,Bachelor,1,4400,16,80,0,1.08,FALSE,40-49,Below 6K,low
377,Finance,Male,28,Manager,10-Apr-22,2,High School,2,7200,1,7,2,3.76,FALSE,20-29,7K+,low
378,Engineering,Female,33,Developer,11-May-15,9,Bachelor,4,7000,28,29,0,3.35,TRUE,30-39,7K+,high
379,Sales,Female,53,Engineer,03-Jan-19,5,High School,1,6600,14,40,0,4.22,FALSE,50+,6K-6.9K,low
380,Customer Support,Female,44,Specialist,17-Jan-19,5,Bachelor,1,4950,10,87,2,2.49,FALSE,40-49,Below 6K,low
381,Operations,Female,26,Technician,25-Dec-14,9,High School,3,4550,25,43,2,3.79,FALSE,20-29,Below 6K,medium
382,Customer Support,Male,42,Specialist,25-Dec-16,7,Master,1,4950,23,32,2,3.49,FALSE,40-49,Below 6K,low
383,Marketing,Male,36,Specialist,22-Apr-21,3,Master,3,5850,12,58,1,4.11,FALSE,30-39,Below 6K,medium
384,Engineering,Female,34,Developer,23-Oct-21,2,High School,3,6500,20,88,1,3.15,FALSE,30-39,6K-6.9K,medium
385,Sales,Female,52,Manager,21-Jun-20,4,High School,3,7800,17,61,1,2.42,FALSE,50+,7K+,medium
386,Operations,Male,31,Manager,15-Oct-18,5,High School,3,7800,23,31,1,4.62,FALSE,30-39,7K+,medium
387,Sales,Male,26,Manager,06-May-16,8,High School,5,9000,11,64,1,2.21,FALSE,20-29,7K+,high
388,Operations,Female,43,Manager,23-May-24,0,PhD,2,7200,7,25,2,1.17,FALSE,40-49,7K+,low
389,Finance,Female,60,Technician,07-Jan-20,4,High School,4,4900,10,95,1,4.48,TRUE,50+,Below 6K,high
390,IT,Female,23,Developer,12-Mar-16,8,High School,2,6000,14,89,2,2.82,FALSE,20-29,6K-6.9K,low
391,Engineering,Male,33,Manager,27-Jan-16,8,Bachelor,3,7800,20,76,2,3.72,FALSE,30-39,7K+,medium
392,Finance,Male,25,Manager,19-Mar-21,3,High School,3,7800,11,85,0,1.65,FALSE,20-29,7K+,medium
393,Finance,Male,35,Technician,30-Jan-17,7,Bachelor,3,4550,10,67,2,4.01,FALSE,30-39,Below 6K,medium
394,Marketing,Female,31,Engineer,13-Oct-14,9,Master,4,8400,23,25,2,4.68,FALSE,30-39,7K+,high
395,IT,Female,34,Engineer,31-Jan-20,4,Bachelor,4,8400,5,19,2,3.15,TRUE,30-39,7K+,high
396,Customer Support,Female,39,Developer,26-Jul-15,9,High School,1,5500,20,97,1,2.44,FALSE,30-39,Below 6K,low
397,Finance,Male,35,Developer,14-Oct-20,3,High School,4,7000,25,96,1,2,FALSE,30-39,7K+,high
398,Legal,Male,41,Technician,18-Feb-18,6,Bachelor,4,4900,27,29,0,3.13,FALSE,40-49,Below 6K,high
399,Finance,Male,25,Technician,18-Jan-17,7,High School,1,3850,3,12,2,1.53,FALSE,20-29,Below 6K,low
400,HR,Other,31,Technician,06-Nov-23,0,Bachelor,2,4200,6,7,2,4.51,TRUE,30-39,Below 6K,low
401,Marketing,Female,54,Specialist,11-Apr-22,2,Bachelor,3,5850,21,74,0,4.81,FALSE,50+,Below 6K,medium
402,Finance,Female,58,Engineer,03-Mar-19,5,High School,2,7200,7,70,2,4.47,FALSE,50+,7K+,low
403,HR,Male,39,Consultant,14-Aug-22,2,High School,4,7700,9,60,0,1.17,FALSE,30-39,7K+,high
404,IT,Male,25,Specialist,05-Sep-20,4,Bachelor,3,5850,1,40,1,1.56,FALSE,20-29,Below 6K,medium
405,Customer Support,Female,27,Consultant,22-Mar-18,6,High School,5,8250,7,66,1,4.95,FALSE,20-29,7K+,high
406,Sales,Male,41,Engineer,07-Jun-19,5,Bachelor,3,7800,17,73,0,1.81,TRUE,40-49,7K+,medium
407,HR,Male,40,Analyst,14-Oct-21,2,PhD,2,4800,10,24,2,3.01,FALSE,40-49,Below 6K,low
408,IT,Male,30,Developer,09-Jul-15,9,High School,3,6500,1,41,1,2.31,FALSE,30-39,6K-6.9K,medium
409,IT,Male,52,Analyst,16-Feb-20,4,Bachelor,2,4800,28,51,1,4.39,FALSE,50+,Below 6K,low
410,Engineering,Female,38,Specialist,22-Jan-24,0,PhD,2,5400,29,13,0,3.55,TRUE,30-39,Below 6K,low
411,Engineering,Male,50,Engineer,20-Feb-21,3,Bachelor,5,9000,19,88,2,2.34,FALSE,50+,7K+,high
412,Marketing,Male,29,Technician,11-Jul-16,8,Bachelor,5,5250,16,18,1,3.98,FALSE,20-29,Below 6K,high
413,Customer Support,Male,22,Developer,24-Dec-16,7,Bachelor,1,5500,29,55,0,1.05,FALSE,20-29,Below 6K,low
414,Engineering,Male,29,Analyst,05-May-18,6,High School,4,5600,23,47,2,4.79,FALSE,20-29,Below 6K,high
415,Customer Support,Other,33,Technician,29-Dec-21,2,Bachelor,5,5250,19,97,2,2.04,FALSE,30-39,Below 6K,high
416,IT,Female,30,Developer,17-Oct-20,3,High School,2,6000,16,9,1,4.93,FALSE,30-39,6K-6.9K,low
417,Operations,Male,42,Manager,20-Oct-20,3,Bachelor,2,7200,24,93,0,1.77,FALSE,40-49,7K+,low
418,IT,Male,42,Specialist,10-Aug-18,6,PhD,3,5850,24,94,2,1.89,FALSE,40-49,Below 6K,medium
419,Customer Support,Female,42,Engineer,07-Oct-15,8,Master,5,9000,10,86,2,1.72,FALSE,40-49,7K+,high
420,Marketing,Male,38,Engineer,04-Jan-23,1,High School,4,8400,25,58,0,2.04,TRUE,30-39,7K+,high
421,Legal,Female,37,Technician,15-Feb-20,4,PhD,5,5250,13,63,0,4.07,FALSE,30-39,Below 6K,high
422,Marketing,Male,52,Technician,19-Sep-17,6,Master,3,4550,16,43,1,4.59,FALSE,50+,Below 6K,medium
423,Marketing,Male,51,Engineer,16-Aug-18,6,Master,1,6600,5,2,0,4.16,FALSE,50+,6K-6.9K,low
424,Finance,Female,31,Manager,15-May-17,7,Master,4,8400,8,62,0,3.74,FALSE,30-39,7K+,high
425,IT,Female,30,Developer,28-Sep-18,5,PhD,2,6000,23,48,0,1.62,FALSE,30-39,6K-6.9K,low
426,Sales,Female,45,Engineer,18-Jul-23,1,Bachelor,2,7200,10,28,2,1.95,FALSE,40-49,7K+,low
427,Finance,Female,22,Developer,02-Jun-22,2,Bachelor,5,7500,21,41,0,3.48,FALSE,20-29,7K+,high
428,Customer Support,Female,48,Engineer,24-Jun-17,7,Bachelor,4,8400,6,19,1,3.85,FALSE,40-49,7K+,high
429,HR,Male,25,Engineer,07-Jul-20,4,High School,2,7200,23,12,1,2,FALSE,20-29,7K+,low
430,IT,Male,50,Manager,17-Nov-23,0,Bachelor,2,7200,27,4,2,2.94,FALSE,50+,7K+,low
431,Engineering,Female,57,Developer,08-Dec-21,2,Bachelor,2,6000,26,57,1,3.86,FALSE,50+,6K-6.9K,low
432,Engineering,Female,23,Developer,24-Feb-21,3,High School,4,7000,24,27,0,2.38,FALSE,20-29,7K+,high
433,Customer Support,Female,40,Consultant,21-Feb-24,0,High School,1,6050,9,45,0,3.04,FALSE,40-49,6K-6.9K,low
434,Marketing,Female,50,Technician,31-Aug-16,8,High School,4,4900,5,5,0,1.57,FALSE,50+,Below 6K,high
435,Operations,Male,45,Specialist,29-Jan-19,5,Master,3,5850,2,75,2,4.35,FALSE,40-49,Below 6K,medium
436,Sales,Male,45,Manager,10-Mar-19,5,Bachelor,4,8400,2,85,0,1.18,TRUE,40-49,7K+,high
437,Legal,Male,51,Consultant,11-Apr-23,1,High School,3,7150,2,5,2,1.9,FALSE,50+,7K+,medium
438,Operations,Female,23,Manager,29-Jul-22,2,High School,5,9000,3,50,0,4.13,FALSE,20-29,7K+,high
439,Marketing,Male,35,Analyst,20-Nov-17,6,Bachelor,1,4400,10,26,0,3.78,FALSE,30-39,Below 6K,low
440,Legal,Male,48,Engineer,24-Oct-14,9,High School,5,9000,12,5,0,2.27,FALSE,40-49,7K+,high
441,HR,Male,39,Consultant,05-Sep-17,7,Bachelor,5,8250,18,12,1,2.13,FALSE,30-39,7K+,high
442,Engineering,Male,49,Analyst,24-Mar-19,5,Bachelor,2,4800,4,54,0,2.26,FALSE,40-49,Below 6K,low
443,Customer Support,Male,28,Engineer,18-Mar-17,7,Master,4,8400,11,40,1,2.64,FALSE,20-29,7K+,high
444,HR,Male,30,Analyst,01-Nov-20,3,Master,4,5600,17,7,2,4.33,FALSE,30-39,Below 6K,high
445,HR,Male,39,Manager,30-Apr-16,8,Bachelor,4,8400,5,10,1,1.81,FALSE,30-39,7K+,high
446,Sales,Other,56,Specialist,06-Feb-20,4,High School,4,6300,11,88,1,1.66,FALSE,50+,6K-6.9K,high
